Apellidos, Nombre;Fecha Inicio abono;Fecha Fin abono;Retribuciones;Cargo Público;Cód. Centro Orgánico;Centro Orgánico;Código Organo;Órgano;Código Dpto;Departamento;Fecha Inicio Relación;Fecha Fin Relación;Fecha Actualización
PEREZ DE SAN ROMAN URTEAGA, ROBERTO;01/01/2014;31/12/2014;67.087,04 €;ASESOR/A ASUNTOS AGROPECUARIOS Y PESQUEROS;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;19/04/2013;;30/11/2015
PEREZ DE SAN ROMAN URTEAGA, ROBERTO;01/01/2015;31/12/2015;67.087,01 €;ASESOR/A ASUNTOS AGROPECUARIOS Y PESQUEROS;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;19/04/2013;19/02/2016;22/06/2016
PEREZ DE SAN ROMAN URTEAGA, ROBERTO;01/01/2016;19/02/2016;9.340,42 €;ASESOR/A ASUNTOS AGROPECUARIOS Y PESQUEROS;003000000;CONSEJERÍA;003;Departamento de Desarrollo Económico y Competitividad;03;03 - DESARROLLO ECONÓMICO Y COMPETITIVIDAD;19/04/2013;19/02/2016;23/06/2017
PEREZ IRAZUSTA, Mª ITZIAR;01/01/2014;31/12/2014;74.483,30 €;DIRECTOR/A GERENTE GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/02/2013;;30/11/2015
PEREZ IRAZUSTA, Mª ITZIAR;01/01/2015;31/12/2015;75.047,72 €;DIRECTOR/A GERENTE GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/02/2013;;22/06/2016
PEREZ IRAZUSTA, Mª ITZIAR;01/01/2016;31/12/2016;75.355,16 €;DIRECTOR/A GERENTE GR.3;060133000;ORGANIZACIÓN SANITARIA INTEGRADA BIDASOA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/02/2013;;23/06/2017
PETRICORENA ARBELAIZ, LUIS MARIA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;001150000;DIRECCIÓN DE GOBIERNO ABIERTO;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;30/11/2015
PETRICORENA ARBELAIZ, LUIS MARIA;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;001150000;DIRECCIÓN DE GOBIERNO ABIERTO;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;22/06/2016
PETRICORENA ARBELAIZ, LUIS MARIA;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;001150000;DIRECCIÓN DE GOBIERNO ABIERTO;001;Lehendakaritza;01;01 - LEHENDAKARITZA;19/04/2013;;23/06/2017
POMBO ORTIZ ARTIÑANO, IÑIGO;01/01/2014;31/12/2014;84.600,24 €;VICECONSEJERO/A;004200000;VICECONSEJERÍA DE POLÍTICAS SOCIALES;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;12/06/2015;30/11/2015
POMBO ORTIZ ARTIÑANO, IÑIGO;01/01/2015;12/06/2015;30.547,39 €;VICECONSEJERO/A;004200000;VICECONSEJERÍA DE POLÍTICAS SOCIALES;004;Departamento de Empleo y Políticas Sociales;04;04 - EMPLEO Y POLÍTICAS SOCIALES;25/04/2013;12/06/2015;22/06/2016
PUJANA URIARTE, MARIA JOSE;01/01/2014;31/12/2014;58.997,07 €;DIRECTOR/A DE PERSONAL GR.4;060113000;RED DE SALUD MENTAL DE ARABA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;12/05/2008;;30/11/2015
PUJANA URIARTE, MARIA JOSE;01/01/2015;31/12/2015;59.482,04 €;DIRECTOR/A DE PERSONAL GR.4;060113000;RED DE SALUD MENTAL DE ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;12/05/2008;;22/06/2016
PUJANA URIARTE, MARIA JOSE;01/01/2016;31/12/2016;59.778,50 €;DIRECTOR/A DE PERSONAL GR.4;060113000;RED DE SALUD MENTAL DE ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;12/05/2008;;23/06/2017
RABANAL RETOLAZA, SANTIAGO;01/01/2014;31/12/2014;85.965,69 €;DIRECTOR/A GERENTE GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;07/02/2013;31/12/2014;30/11/2015
RABANAL RETOLAZA, SANTIAGO;01/01/2015;31/12/2015;87.043,18 €;DIRECTOR/A GERENTE GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;22/06/2016
RABANAL RETOLAZA, SANTIAGO;01/01/2016;31/12/2016;86.702,70 €;DIRECTOR/A GERENTE GR.1;060121000;ORGANIZACIÓN SANITARIA INTEGRADA EZKERRALDEA ENKARTERRI CRUCES;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;23/06/2017
RAMIREZ SAMANIEGO, Mª LOURDES;01/01/2014;31/12/2014;68.071,52 €;DIRECTOR/A DE ENFERMERÍA GR.1;060111000;HOSPITAL UNIVERSITARIO ARABA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;26/01/2013;;30/11/2015
RAMIREZ SAMANIEGO, Mª LOURDES;01/01/2015;31/12/2015;69.195,82 €;DIRECTOR/A DE ENFERMERÍA GR.1;060111000;ORGANIZACIÓN SANITARIA INTEGRADA ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;26/01/2013;31/12/2015;22/06/2016
RAMIREZ SAMANIEGO, Mª LOURDES;01/01/2016;31/12/2016;69.313,86 €;DIRECTOR/A DE ENFERMERÍA GR.1;060111000;ORGANIZACIÓN SANITARIA INTEGRADA ARABA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2016;28/02/2017;23/06/2017
REDONDO LERTXUNDI, JON;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;006630000;DIRECCIÓN DE JUVENTUD Y DEPORTES;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;30/11/2015
REDONDO LERTXUNDI, JON;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;006630000;DIRECCIÓN DE JUVENTUD Y DEPORTES;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;;22/06/2016
REDONDO LERTXUNDI, JON;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;006630000;DIRECCIÓN DE JUVENTUD Y DEPORTES;006;Departamento de Educación, Política Lingüística y Cultura;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/04/2013;21/04/2017;23/06/2017
REGULEZ ARIÑO, PILAR;06/05/2014;31/12/2014;78.468,55 €;DIRECTOR/A MÉDICO GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;06/05/2014;;30/11/2015
REGULEZ ARIÑO, PILAR;01/01/2015;31/12/2015;80.093,01 €;DIRECTOR/A MÉDICO GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;;22/06/2016
REGULEZ ARIÑO, PILAR;01/01/2016;31/12/2016;79.743,72 €;DIRECTOR/A MÉDICO GR.2;060123000;ORGANIZACIÓN SANITARIA INTEGRADA BARRUALDE-GALDAKAO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/05/2014;09/01/2017;23/06/2017
REKA ESPARZA, ANA MARIA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;007010000;DIRECCIÓN DE GABINETE DEL CONSEJERO O LA CONSEJERA;007;Departamento de Seguridad;07;07 - SEGURIDAD;08/02/2013;;30/11/2015
REKA ESPARZA, ANA MARIA;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;007010000;DIRECCIÓN DE GABINETE DEL CONSEJERO O LA CONSEJERA;007;Departamento de Seguridad;07;07 - SEGURIDAD;08/02/2013;;22/06/2016
REKA ESPARZA, ANA MARIA;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;007010000;DIRECCIÓN DE GABINETE DEL CONSEJERO O LA CONSEJERA;007;Departamento de Seguridad;07;07 - SEGURIDAD;08/02/2013;;23/06/2017
RETES SARATXAGA, ARANTXA;01/01/2014;31/12/2014;76.975,71 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;15/12/2008;31/12/2014;30/11/2015
RETES SARATXAGA, ARANTXA;01/01/2015;31/12/2015;77.957,72 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;22/06/2016
RETES SARATXAGA, ARANTXA;01/01/2016;31/12/2016;77.591,50 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;23/06/2017
RETORTILLO PANIAGUA, JOSE ALFREDO;28/11/2016;31/12/2016;8.057,36 €;CONSEJERO/A DEL DEPARTAMENTO;009000000;CONSEJERÍA;009;Departamento de Turismo, Comercio y Consumo;09;09 - TURISMO, COMERCIO Y CONSUMO;28/11/2016;;23/06/2017
ROCH IZARD, JOSÉ ORIOL;25/08/2014;31/12/2014;23.667,35 €;DIRECTOR/A GENERAL DE LA SOCIEDAD;165010000;Orquesta de Euskadi, S.A.;165;Orquesta de Euskadi, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/08/2014;;30/11/2015
ROCH IZARD, JOSÉ ORIOL;01/01/2015;31/12/2015;69.937,70 €;DIRECTOR/A GENERAL DE LA SOCIEDAD;165010000;DIRECCIÓN GENERAL / GERENCIA;165;Orquesta de Euskadi, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/08/2014;;22/06/2016
ROCH IZARD, JOSÉ ORIOL;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A GENERAL DE LA SOCIEDAD;165010000;DIRECCIÓN GENERAL / GERENCIA;165;Orquesta de Euskadi, S.A.;06;06 - EDUCACIÓN, POLÍTICA LINGÜÍSTICA Y CULTURA;25/08/2014;;23/06/2017
RODRIGUEZ GUTIERREZ, CLAUDIO;01/01/2014;31/12/2014;72.909,74 €;ASESOR/A DE TRANSPORTES;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;10/05/2013;;30/11/2015
RODRIGUEZ GUTIERREZ, CLAUDIO;01/01/2015;31/12/2015;73.692,86 €;ASESOR/A DE TRANSPORTES;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;10/05/2013;;22/06/2016
RODRIGUEZ GUTIERREZ, CLAUDIO;01/01/2016;27/11/2016;71.279,29 €;ASESOR/A DE TRANSPORTES;009000000;CONSEJERÍA;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;10/05/2013;27/11/2016;23/06/2017
RODRIGUEZ ITURRIZAR, ANA ISABEL;01/01/2014;31/12/2014;62.062,09 €;DIRECTOR/A DE ENFERMERÍA GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;23/03/2010;;30/11/2015
RODRIGUEZ ITURRIZAR, ANA ISABEL;01/01/2015;31/12/2015;62.854,18 €;DIRECTOR/A DE ENFERMERÍA GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/03/2010;;22/06/2016
RODRIGUEZ ITURRIZAR, ANA ISABEL;01/01/2016;31/12/2016;62.710,17 €;DIRECTOR/A DE ENFERMERÍA GR.2;060127000;RED DE SALUD MENTAL DE BIZKAIA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;23/03/2010;;23/06/2017
RODRIGUEZ RAMIREZ, Mª CARMEN;01/01/2015;31/12/2015;74.231,78 €;DIRECTOR/A DE ENFERMERÍA GR.1;060131000;ORGANIZACIÓN SANITARIA INTEGRADA DONOSTIALDEA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2015;;22/06/2016
RODRIGUEZ RAMIREZ, Mª CARMEN;01/01/2014;31/12/2014;56824,89;DIRECTOR/A DE ENFERMERÍA ATENCIÓN PRIMARIA;060137000;ORGANIZACIÓN SANITARIA INTEGRADA TOLOSALDEA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;31/03/1995;31/12/2014;30/11/2015
RODRIGUEZ RAMIREZ, Mª CARMEN;01/01/2016;31/12/2016;70.991,76 €;DIRECTOR/A DE ENFERMERÍA ATENCIÓN PRIMARIA;060137000;ORGANIZACIÓN SANITARIA INTEGRADA TOLOSALDEA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/01/2015;;23/06/2017
RODRIGUEZ RODRIGUEZ, M.CARMEN;01/01/2014;31/12/2014;71.510,23 €;DIRECTOR/A GERENTE GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/11/2005;;30/11/2015
RODRIGUEZ RODRIGUEZ, M.CARMEN;01/01/2015;31/12/2015;72.401,52 €;DIRECTOR/A GERENTE GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/11/2005;;22/06/2016
RODRIGUEZ RODRIGUEZ, M.CARMEN;01/01/2016;31/12/2016;71.075,06 €;DIRECTOR/A GERENTE GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/11/2005;;23/06/2017
RUIZ DE ANGULO DEL CAMPO, MARIA ALMUDENA;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;009310000;DIRECCIÓN DE INFRAESTRUCTURAS DEL TRANSPORTE;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;;30/11/2015
RUIZ DE ANGULO DEL CAMPO, MARIA ALMUDENA;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;009310000;DIRECCIÓN DE INFRAESTRUCTURAS DEL TRANSPORTE;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;;22/06/2016
RUIZ DE ANGULO DEL CAMPO, MARIA ALMUDENA;01/01/2016;23/12/2016;67.757,90 €;DIRECTOR/A;009310000;DIRECCIÓN DE INFRAESTRUCTURAS DEL TRANSPORTE;009;Departamento de Medio Ambiente y Política Territorial;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;25/04/2013;23/12/2016;23/06/2017
RUIZ DE EGUINO LANGARIKA, JAIME;01/01/2014;31/12/2014;62.833,52 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/08/2006;;30/11/2015
RUIZ DE EGUINO LANGARIKA, JAIME;01/01/2015;31/12/2015;63.759,32 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/08/2006;;22/06/2016
RUIZ DE EGUINO LANGARIKA, JAIME;01/01/2016;31/12/2016;63.926,60 €;DIRECTOR/A ECONÓMICO-FINANCIERO GR.3;060135000;ORGANIZACIÓN SANITARIA INTEGRADA ALTO DEBA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/08/2006;;23/06/2017
RUIZ DE VERGARA LAORDEN, CARLOS;01/01/2014;31/12/2014;69.530,78 €;DIRECTOR/A GERENTE GR.4;060112000;HOSPITAL LEZA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;16/03/1995;;30/11/2015
RUIZ DE VERGARA LAORDEN, CARLOS;01/01/2015;31/12/2015;70.603,93 €;DIRECTOR/A GERENTE GR.4;060112000;ORGANIZACIÓN SANITARIA INTEGRADA ARABAKO ERRIOXA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;16/03/1995;31/12/2015;22/06/2016
RUIZ DE VERGARA LAORDEN, CARLOS;01/01/2016;31/12/2016;70.278,60 €;DIRECTOR/A GERENTE GR.4;060112000;ORGANIZACIÓN SANITARIA INTEGRADA ARABAKO ERRIOXA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2016;;23/06/2017
RUIZ ECHEVARRIA, MIREN AMAIA;05/05/2014;31/12/2014;76.301,04 €;DIRECTOR/A MÉDICO GR.2;060122000;ORGANIZACIÓN SANITARIA INTEGRADA BILBAO-BASURTO;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;05/05/2014;;30/11/2015
RUIZ ECHEVARRIA, MIREN AMAIA;01/01/2015;31/12/2015;77.910,55 €;DIRECTOR/A MÉDICO GR.2;060122000;ORGANIZACIÓN SANITARIA INTEGRADA BILBAO-BASURTO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;05/05/2014;;22/06/2016
RUIZ ECHEVARRIA, MIREN AMAIA;01/01/2016;31/12/2016;77.735,28 €;DIRECTOR/A MÉDICO GR.2;060122000;ORGANIZACIÓN SANITARIA INTEGRADA BILBAO-BASURTO;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;05/05/2014;;23/06/2017
SABAS OLABARRIA, JOSE LUIS;14/06/2015;31/12/2015;46.317,66 €;DIRECTOR/A GENERAL;068010000;DIRECCIÓN GENERAL / GERENCIA;068;ETS, Euskal Trenbide Sarea - Red Ferroviaria Vasca;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;14/06/2015;;22/06/2016
SABAS OLABARRIA, JOSE LUIS;01/01/2016;31/12/2016;85.484,22 €;DIRECTOR/A GENERAL;068010000;DIRECCIÓN GENERAL / GERENCIA;068;ETS, Euskal Trenbide Sarea - Red Ferroviaria Vasca;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;14/06/2015;30/01/2017;23/06/2017
SÁEZ MOLINUEVO, GARBIÑE;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;007230000;DIRECCIÓN DE TRÁFICO;007;Departamento de Seguridad;07;07 - SEGURIDAD;10/01/2013;;30/11/2015
SÁEZ MOLINUEVO, GARBIÑE;01/01/2015;31/12/2015;53.624,62 €;DIRECTOR/A;007230000;DIRECCIÓN DE TRÁFICO;007;Departamento de Seguridad;07;07 - SEGURIDAD;10/01/2013;;22/06/2016
SÁEZ MOLINUEVO, GARBIÑE;01/01/2016;30/12/2016;67.757,90 €;DIRECTOR/A;007230000;DIRECCIÓN DE TRÁFICO;007;Departamento de Seguridad;07;07 - SEGURIDAD;10/01/2013;30/12/2016;23/06/2017
SAGARDUI GOIKOETXEA, MIREN GOTZONE;01/01/2014;31/12/2014;69.557,56 €;DIRECTOR/A;053120000;DIRECCIÓN DE ACTIVACIÓN LABORAL;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/01/2013;;30/11/2015
SAGARDUI GOIKOETXEA, MIREN GOTZONE;01/01/2015;31/12/2015;69.764,44 €;DIRECTOR/A;053120000;DIRECCIÓN DE ACTIVACIÓN LABORAL;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/01/2013;;22/06/2016
SAGARDUI GOIKOETXEA, MIREN GOTZONE;01/01/2016;00/01/1900;44.147,46 €;DIRECTOR/A;053120000;DIRECCIÓN DE ACTIVACIÓN LABORAL;053;LANBIDE, Servicio Vasco de Empleo;04;04 - EMPLEO Y POLÍTICAS SOCIALES;11/01/2013;;16/08/2016
SAGARMINAGA UGALDE, MIREN IDOIA;01/01/2014;31/12/2014;59.278,94 €;DIRECTOR/A DE PERSONAL GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;01/02/2006;;30/11/2015
SAGARMINAGA UGALDE, MIREN IDOIA;01/01/2015;31/12/2015;60.138,64 €;DIRECTOR/A DE PERSONAL GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/02/2006;;22/06/2016
SAGARMINAGA UGALDE, MIREN IDOIA;01/01/2016;31/12/2016;60.439,58 €;DIRECTOR/A DE PERSONAL GR.4;060126000;HOSPITAL GORLIZ;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/02/2006;;23/06/2017
SAGARZAZU ALZUA, NICOLAS;17/12/2016;31/12/2016;0,00 €;DIRECTOR/A;007310000;DIRECCIÓN  DE PLANIFICACION Y ORGANIZACION;007;Departamento de Educación;07;07 - EDUCACIÓN;17/12/2016;21/04/2017;23/06/2017
SAIZ GARITAONANDIA, ALBERTO;01/01/2014;31/12/2014;67.087,04 €;DIRECTOR/A;002230000;DIRECCIÓN DE LO CONTENCIOSO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;10/01/2013;;30/11/2015
SAIZ GARITAONANDIA, ALBERTO;01/01/2015;31/12/2015;67.087,02 €;DIRECTOR/A;002230000;DIRECCIÓN DE LO CONTENCIOSO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;10/01/2013;;22/06/2016
SAIZ GARITAONANDIA, ALBERTO;01/01/2016;31/12/2016;67.757,90 €;DIRECTOR/A;002230000;DIRECCIÓN DE LO CONTENCIOSO;002;Departamento de Administración Pública y Justicia;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;10/01/2013;;23/06/2017
SAIZ RUIZ DE LOIZAGA, FATIMA;01/01/2014;31/12/2014;72.163,16 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;11/11/2013;;30/11/2015
SAIZ RUIZ DE LOIZAGA, FATIMA;01/01/2015;31/12/2015;73.385,68 €;VOCAL COMISIÓN JURÍDICA ASESORA DE EUSKADI;049000000;COMISIÓN JURÍDICA ASESORA DE EUSKADI;049;COJUAE, Comisión Jurídica Asesora de Euskadi;02;02 - ADMINISTRACIÓN PÚBLICA Y JUSTICIA;11/11/2013;;22/06/2016
SALAZAR IRUSTA, DANIEL;06/07/2015;31/12/2015;29.927,97 €;DIRECTOR/A DE PERSONAL GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/07/2015;;22/06/2016
SALAZAR IRUSTA, DANIEL;01/01/2016;31/12/2016;62.458,34 €;DIRECTOR/A DE PERSONAL GR.3;060134000;ORGANIZACIÓN SANITARIA INTEGRADA DEBABARRENA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;06/07/2015;08/01/2017;23/06/2017
SAN EMETERIO MARTINEZ, ENCARNACION;01/01/2014;31/12/2014;69.751,58 €;DIRECTOR/A MÉDICO ATENCIÓN PRIMARIA;060128000;ORGANIZACIÓN SANITARIA INTEGRADA URIBE;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;26/02/2010;31/12/2014;30/11/2015
SAN EMETERIO MARTINEZ, ENCARNACION;15/05/2015;31/12/2015;72.851,72 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA MÉDICA GR.3;060128000;ORGANIZACIÓN SANITARIA INTEGRADA URIBE;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/05/2015;29/02/2016;22/06/2016
SAN EMETERIO MARTINEZ, ENCARNACION;01/01/2016;29/02/2016;12.150,22 €;DIRECTOR/A DE COORDINACIÓN ASISTENCIAL ÁREA MÉDICA GR.3;060128000;ORGANIZACIÓN SANITARIA INTEGRADA URIBE;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;15/05/2015;29/02/2016;23/06/2017
SAN JOSE LOPEZ, Mª JESUS;28/11/2016;31/12/2016;8.057,36 €;CONSEJERO/A DEL DEPARTAMENTO;012000000;CONSEJERÍA;012;Departamento de Trabajo y Justicia;12;12 - TRABAJO Y JUSTICIA;28/11/2016;;23/06/2017
SANCHEZ GONZALEZ DE MATAUCO, JUAN LUIS;01/01/2014;31/12/2014;52.554,19 €;DIRECTOR/A DE ENFERMERÍA GR.4;060112000;HOSPITAL LEZA;060;OSAKIDETZA - Servicio vasco de salud;08;08 - SALUD;09/01/2006;;30/11/2015
SANCHEZ GONZALEZ DE MATAUCO, JUAN LUIS;01/01/2015;31/12/2015;53.440,45 €;DIRECTOR/A DE ENFERMERÍA GR.4;060112000;ORGANIZACIÓN SANITARIA INTEGRADA ARABAKO ERRIOXA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;09/01/2006;31/12/2015;22/06/2016
SANCHEZ GONZALEZ DE MATAUCO, JUAN LUIS;01/01/2016;31/12/2016;53.541,46 €;DIRECTOR/A DE ENFERMERÍA GR.4;060112000;ORGANIZACIÓN SANITARIA INTEGRADA ARABAKO ERRIOXA;060;OSAKIDETZA, Servicio vasco de salud;08;08 - SALUD;01/01/2016;;23/06/2017
SANZ DE GALDEANO EQUIZA, JOSE MARIA SILVANO;01/01/2014;31/12/2014;70.955,00 €;DIRECTOR/A DE PLANIFICACIÓN Y OBRAS;061130000;DIRECCIÓN DE PLANIFICACIÓN Y OBRAS;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;01/05/2008;;30/11/2015
SANZ DE GALDEANO EQUIZA, JOSE MARIA SILVANO;01/01/2015;31/12/2015;72.181,84 €;DIRECTOR/A DE PLANIFICACIÓN Y OBRAS;061130000;DIRECCIÓN DE PLANIFICACIÓN Y OBRAS;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;01/05/2008;;22/06/2016
SANZ DE GALDEANO EQUIZA, JOSE MARIA SILVANO;01/01/2016;31/12/2016;71.664,60 €;DIRECTOR/A DE PLANIFICACIÓN Y OBRAS;061130000;DIRECCIÓN DE PLANIFICACIÓN Y OBRAS;061;URA, Agencia Vasca del Agua;09;09 - MEDIO AMBIENTE Y POLÍTICA TERRITORIAL;01/05/2008;;23/06/2017
