Registro de contratos del Sector Público de Euskadi del 2017																																																																																			
																																																																																			
Fecha de última actualización	15/02/2017																																																																																		
																																																																																			
																																																																																			
Estado contrato	Título de contrato	Tipo de contrato	Año del contrato	Contrato menor	Ámbito	Tipo de administración	Tipo de administración Local	Poder adjudicador	Entidad impulsora	Órgano contratante	Entidad Tramitadora	Mesa de contratación	Objeto del contrato	Código identificador del contrato	Lugar de ejecución	¿Lugar ejecución principal en la Unión Europea?	NUTS	Países	Código CPV	¿Contratación por lotes?	¿Contratación mixto?	¿Acuerdo marco?	¿Contrato complementario?	¿Publicidad?	Fecha publicación en el BOE	Fecha publicación en el BOPV	Fecha publicación en el boletín de territorio histórico	Fecha publicación en el DOUE	Fecha publicación en el perfil de contratante	Anuncios prensa	Tramitación	Procedimiento de adjudicación	Criterios de valoración	Importe de licitación sin IVA	Importe de licitación con IVA	IVA del importe de licitación	Importe de adjudicación sin IVA	Importe de adjudicación con IVA	IVA del importe de adjudicación	Plazo de ejecución	Plazo de ejecución (meses)	¿Carácter plurianual?	Anualidad	¿Revisión de precios establecidos?	Nº de licitadores presentados	Adjudicatario	Fecha de adjudicación	Fecha de formalización	Observación de la adjudicación/ formalización del contrato en castellano	Observación de la adjudicación/ formalización del contrato en euskera	Fórmulas de revisión de precios	Clasificación exigida	Aportaciones públicas a la construcción	Plazo de concesión (meses)	Modalidad de contratación	Duración	Modalidad importe	Valor modalidad	Tipo de contrato de suministro	Precios unitarios	País de origen de los productos adquiridos	Modalidad de determinación del precio	Indicación del supuesto de aplicación que amparó el uso del procedimiento	Número de invitaciones	¿Indicador de ingreso?	Modalidad que determina el importe del contrato	Modificación del objeto	Modificación del plazo	Modificación del adjudicatario	Concepto castellano	Concepto euskera	Fecha acuerdo	Importe	Resolución contrato	Finalización contrato	Porcentaje	Participantes	Objeto de recurso	Régimen general	Supuestos especiales	Indemnización	Importe	Continuidad del contrato
Ejecución	Edición y copia de CDs para la evaluación de diagnóstico 2017.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Director/a de ISEI-IVEI	Educación	Mesa de Contratación - Educación	edición y copia de archivos de sonido	ISEI-03-2017579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79970000-4,Descripción:Servicios de edición,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.000	7.260	21%(Tipo de IVA general)	5.400	6.534			1	No		No	3	Razón Social:ITESA PRODUCCIONES,Nacionalidad:España,Provincia:Bizkaia,UTE:No	02/02/2017	02/02/2017																	No																		No
Ejecución	Contratación de un laboratorio de ensayos en las actuaciones de control de productos petrolíferos.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Desarrollo Económico e Infraestructuras	Dirección de Servicios	Desarrollo Económico e Infraestructuras	Mesa de Contratación - Desarrollo Económico e Infraestructuras	Contratación de un laboratorio de ensayos en las actuaciones de control de productos petrolíferos.	03_025_2017_22575_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:71620000-0,Descripción:Servicios de análisis,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.994	21.773	21%(Tipo de IVA general)	17.994	21.773			11	No		No	1	Razón Social:INTERTEK IBERICA SPAIN S.L.U.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	Limpieza de Puertos de Bizkaia: Mundaka, Bermeo, Armintza y Plentizia (Del 15/2/2017 al 21/2/2017)	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Desarrollo Económico e Infraestructuras	Dirección de Servicios	Desarrollo Económico e Infraestructuras	Mesa de Contratación - Desarrollo Económico e Infraestructuras	Limpieza de Puertos de Bizkaia: Mundaka, Bermeo, Armintza y Plentizia (Del 15/2/2017 al 21/2/2017)	03_017_2017_51_P575_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:90910000-9,Descripción:Servicios de limpieza,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	16.076,48	17.684	10%(Tipo de IVA reducido)	16.076,48	17.684				No		No	1	Razón Social:BIDEZAIN, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	"EGA, 2017, preparación de material para la parte de ""comprensión oral"""	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	"Preparación de material para exámenes EGA, parte oral para el ejercicio de ""comprensión oral"""	EGA 2017 Entzutezko materiala579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:98390000-3,Descripción:Otros servicios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.177	1.177	Exento	1.177	1.177			1	No		No	1	Razón Social:Asis Iriondo Aperribai,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	"EGA, 2017, preparación de material para la parte de ""entrevista"" en el examen oral"	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	"Preparación de material para exámenes EGA, parte oral para el ejercicio de ""entrevista"""	EGA 2017 Elkarrizketa ahozkoan579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:98390000-3,Descripción:Otros servicios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	706,2	706	Exento	706,2	706			1	No		No	1	Razón Social:Joseba K. Urriz Goikoetxea,Nacionalidad:España,Provincia:Bizkaia,UTE:No	26/01/2017	26/01/2017																	No																		No
Ejecución	1670A01S4A Impartición actividad formativa	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Actividades de formación realizadas a través de los Servicios de Apoyo a la Educación	2017 A01-02579_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80511000-9,Descripción:Servicios de formación del personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	150	150	Exento	150	150				No		No	1	Razón Social:ASOCIACION GUZTIOK,Nacionalidad:España,Provincia:Bizkaia,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	1670B03C13 Impartición actividad formativa	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Actividades de formación realizadas a través de los Servicios de Apoyo a la Educación	2017 B03-02579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:80511000-9,Descripción:Servicios de formación del personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	750	750	Exento	750	750				No		No	1	Razón Social:ASOCIACION GUZTIOK,Nacionalidad:España,Provincia:Bizkaia,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	1670BGNB1A Impartición actividad formativa	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Actividades de formación realizadas a través de los Servicios de Apoyo a la Educación	2017 NAGUSI-04579_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:80511000-9,Descripción:Servicios de formación del personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	1.156	1.156	Exento	1.156	1.156			3	No		No	1	Razón Social:Begoña MENÉNDEZ INCHAURBE (Academia Besam),Nacionalidad:España,Provincia:Bizkaia,UTE:No	19/01/2017	19/01/2017																	No																		No
Ejecución	La limpiez de la oficina del Consejo de la Juventud de Euskadi, sita en la calle Andía, nº 11-1º de Donostia-San Sebastián	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	La limpiez de la oficina del Consejo de la Juventud de Euskadi, sita en la calle Andía, nº 11-1º de Donostia-San Sebastián	M-007-DEPS2017576_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:90910000-9,Descripción:Servicios de limpieza,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.750,20	5.748		4.750,20	5.748			12	No		No	1	Razón Social:J.R. ZAPATA GARBIKETAK, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	01/01/2017	01/01/2017																	No																		No
Ejecución	Acceso a energía eléctrica	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Acceso a energía eléctrica	13-1/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:31154000-0,Descripción:Suministros ininterrumpidos de energía,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	78.512,40	95.000	21%(Tipo de IVA general)	78.512,40	95.000			12	No		No	1	Razón Social:IBERDROLA DISTRIBUCIÓN ELÉCTRICA,Nacionalidad:España,Provincia:Bizkaia,UTE:No	16/01/2017	16/01/2017																	No																		No
Ejecución	La impartición de clases de euskera a la Consejera del  DEPARTAMENTO DE EMPLEO Y POLÍTICAS SOCIALES	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	La impartición de clases de euskera a la Consejera del  DEPARTAMENTO DE EMPLEO Y POLÍTICAS SOCIALES	M-013-DEPS2017576_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80500000-9,Descripción:Servicios de formación,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.550	4.550		4.550	4.550			10	No		No	1	Razón Social:Arantzamendi Ariztondo, Iban,Nacionalidad:España,Provincia:Araba/Álava,UTE:No	01/02/2017	01/02/2017																	No																		No
Ejecución	"Organización de los cursos de verano 2017, en la modalidad de ""El movimiento Social para el aprendizaje y la transformaciónsocial en la CAPV""."	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	"Organización de los cursos de verano 2017, en la modalidad de ""El movimiento Social para el aprendizaje y la transformaciónsocial en la CAPV""."	M-014-DEPS2017576_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:79951000-5,Descripción:Servicio de organización de seminarios,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.000	8.000		8.000	8.000				No		No	1	Razón Social:ASOCIACION HELDUA ADI,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	09/02/2017	09/02/2017																	No																		No
Ejecución	Análisis de controles antidopaje (laboratorio)	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Cultura y Política Lingüística	Dirección de Juventud y Deportes	Cultura y Política Lingüística	Mesa de Contratación - Cultura y Política Lingüística	Análisis de controles antidopaje (laboratorio)	KIROLAK 2017/004582_00000000000000000000001		Si	Código:ES511,Descripción:Barcelona,Principal: Si		Código:85148000-8,Descripción:Servicios de análisis médicos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.900	21.659	21%(Tipo de IVA general)	17.900	21.659			10	No		No	1	Razón Social:FUNDACIÓ IMIN,Nacionalidad:España,Provincia:Barcelona,UTE:No	17/01/2017	17/01/2017																	No																		No
Ejecución	"Instalación de ""widgets"" en los T.H. y municipios para la actualización permanente del censo de instalaciones deportivas"	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Cultura y Política Lingüística	Dirección de Juventud y Deportes	Cultura y Política Lingüística	Mesa de Contratación - Cultura y Política Lingüística	"Instalación de ""widgets"" en los T.H. y municipios para la actualización permanente del censo de instalaciones deportivas"	KIROLAK 2017/006582_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72541000-9,Descripción:Servicios de expansión informática,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.150	20.752	21%(Tipo de IVA general)	17.150	20.752			3	No		No	3	Razón Social:CAMPUSDEPORTIVOVIRTUAL, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	Asesoramiento técnico especializado a la Agencia Vasca Antidopaje	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Cultura y Política Lingüística	Dirección de Juventud y Deportes	Cultura y Política Lingüística	Mesa de Contratación - Cultura y Política Lingüística	Asesoramiento técnico especializado a la Agencia Vasca Antidopaje	KIROLAK 2017/005582_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79111000-5,Descripción:Servicios de asesoría jurídica,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	16.000	19.360	21%(Tipo de IVA general)	16.000	19.360			10	No		No	1	Razón Social:BORYAN SPORT, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	Curso portavocía en emergencias	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Curso portavocía en emergencias	146/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	174,42	174	Exento	174,42	174				No		No	1	Razón Social:ANA LÓPEZ LOIARTE,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	09/01/2017	09/01/2017																	No																		No
Ejecución	Traducción notas de prensa	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Seguridad	Dirección de Gestión Económica y Recursos Generales	Seguridad	Mesa de Contratación - Seguridad	Traducción notas de prensa	C-0033/17583_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79530000-8,Descripción:Servicios de traducción,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	21.778,79	21.779	Exento	21.778,79	21.779			11	No		No	1	Razón Social:INSTITUTO VASCO DE ADMIMNISTRACIÓN PÚBLICA,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	01/02/2017	01/02/2017																	No																		No
Ejecución	Realización spot del servicio 112	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Seguridad	Dirección de Gestión Económica y Recursos Generales	Seguridad	Mesa de Contratación - Seguridad	Realización spot del servicio 112	C-0034/17583_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79341400-0,Descripción:Servicios de campañas de publicidad,Principal:Si  Código:92111200-4,Descripción:Producción de películas y videocintas de publicidad, propaganda e información,Principal:No	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	5.300	6.413	21%(Tipo de IVA general)	5.300	6.413			11	No		No	1	Razón Social:BALEUKO, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	01/02/2017	01/02/2017																	No																		No
Ejecución	Asistencia técnica en ruedas de prensa	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Seguridad	Dirección de Gestión Económica y Recursos Generales	Seguridad	Mesa de Contratación - Seguridad	Asistencia técnica en ruedas de prensa	C-0035/17583_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:71356200-0,Descripción:Servicios de asistencia técnica,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.900	21.659	21%(Tipo de IVA general)	17.900	21.659			11	No		No	1	Razón Social:AUDIOMIC PRODUCCIONES, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	01/02/2017	01/02/2017																	No																		No
Ejecución	Mantenimiento Librerias Backup	Servicios	2017	No	CAPV	Otros		EJIE, S.A. - Sociedad Informática del Gobierno Vasco	EJIE-Sociedad Informática del Gobierno Vasco	Director General, Presidente, Vicepresidente del Consejo de Administración o Consejo de Administración, según las Instrucciones Internas de Contratación de EJIE, S.A.	EJIE-Sociedad Informática del Gobierno Vasco	Mesa de Contratación - EJIE - Sociedad Informática del Gobierno Vasco	Mantenimiento Librerias Backup	1701071181_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:50312000-5,Descripción:Mantenimiento y reparación de equipo informático,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	17.988	21.765	21%(Tipo de IVA general)	17.988	21.765			12	No		No	1	Razón Social:COS MANTENIMIENTO, S. A.,Nacionalidad:España,Provincia:Madrid,UTE:No	31/01/2017	31/01/2017																	No																		No
Ejecución	Campaña publicitaria con motivo del Día Europeo del 112	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Seguridad	Dirección de Gestión Económica y Recursos Generales	Seguridad	Mesa de Contratación - Seguridad	Campaña publicitaria con motivo del Día Europeo del 112	C-0036/17583_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79341400-0,Descripción:Servicios de campañas de publicidad,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	13.313,98	16.110	21%(Tipo de IVA general)	13.313,98	16.110			11	No		No	1	Razón Social:ALD MEDIANTE, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	01/02/2017	01/02/2017																	No																		No
Ejecución	Trabajos topográficos, incluso con escáner, en los puertos de Bizkaia.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Desarrollo Económico e Infraestructuras	Dirección de Servicios	Desarrollo Económico e Infraestructuras	Mesa de Contratación - Desarrollo Económico e Infraestructuras	Trabajos topográficos, incluso con escáner, en los puertos de Bizkaia.	03_013_2017_51_P575_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71356200-0,Descripción:Servicios de asistencia técnica,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	16.860	20.401	21%(Tipo de IVA general)	16.860	20.401			11	No		No	1	Razón Social:Topolan S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	09/02/2017	09/02/2017																	No																		No
Ejecución	Conexión de red de aguas fecales en el puerto de Mutriku	Obras	2017	No	CAPV	CCAA		Gobierno Vasco	Desarrollo Económico e Infraestructuras	Dirección de Servicios	Desarrollo Económico e Infraestructuras	Mesa de Contratación - Desarrollo Económico e Infraestructuras	Conexión de red de aguas fecales en el puerto de Mutriku	03_014_2017_51_P575_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:50246000-1,Descripción:Servicios de mantenimiento de equipo portuario,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	6.646,40	8.042	21%(Tipo de IVA general)	6.646,40	8.042				No		No	1	Razón Social:josu burgaña egaña,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	06/02/2017	06/02/2017																	No																		No
Ejecución	Mejoras en la obra del separador de hidrocarburos de Hondarribia	Obras	2017	No	CAPV	CCAA		Gobierno Vasco	Desarrollo Económico e Infraestructuras	Dirección de Servicios	Desarrollo Económico e Infraestructuras	Mesa de Contratación - Desarrollo Económico e Infraestructuras	Mejoras en la obra del separador de hidrocarburos de Hondarribia	03_010_2017_51_P575_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:50246000-1,Descripción:Servicios de mantenimiento de equipo portuario,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	10.008,91	12.111	21%(Tipo de IVA general)	10.008,91	12.111				No		No	1	Razón Social:REFORMAS Y CONSTRUCCIONES DOPICO, S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	09/02/2017	09/02/2017																	No																		No
Ejecución	Mantenimiento, mejora y reparaciones en instalaciones eléctricas de los puerto de Bermeo y Mundaka.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Desarrollo Económico e Infraestructuras	Dirección de Servicios	Desarrollo Económico e Infraestructuras	Mesa de Contratación - Desarrollo Económico e Infraestructuras	Mantenimiento, mejora y reparaciones en instalaciones eléctricas de los puerto de Bermeo y Mundaka.	03_009_2017_51_P575_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:50116100-2,Descripción:Servicios de reparación de sistemas eléctricos,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	14.450	17.485	21%(Tipo de IVA general)	14.450	17.485			10	No		No	1	Razón Social:ELEKTRIKA BASTERRETXEA, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	09/02/2017	09/02/2017																	No																		No
Ejecución	Recogida de información sobre temas sociopolíticos en la comunidad autónoma del País Vasco mediante encuestas domiciliarias. 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Presidencia del Gobierno - Lehendakaritza	Secretaría General de la Presidencia	Presidencia del Gobierno - Lehendakaritza	Mesa de Contratación - Presidencia	Recogida de Información mediante cuestionario estructurado y visita domiciliaria a una muestra representativa de la población de la Comunidad Autónoma del País Vasco, para conocer la opinión de esta población ante diversos temas de carácter sociopolítico	03LHK/03S/2017573_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79320000-3,Descripción:Servicios de encuestas de opinión pública,Principal:Si	No	No	No	No	Si		15/11/2016			15/11/2016		Ordinaria	Abierto	Oferta más ventajosa	123.966,94	150.000	21%(Tipo de IVA general)	123.966,94	150.000	123.966,94		11	No		No	3	Razón Social:IKERTALDE GRUPO CONSULTOR, S.A.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	23/01/2017	31/01/2017																	No																		No
Ejecución	Alimentar y actualizar la BASE de Datos de Infraestructuras del Euskera	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Cultura y Política Lingüística	Dirección de Investigación Lingüística y Coordinación	Cultura y Política Lingüística	Mesa de Contratación - Cultura y Política Lingüística	Alimentación y actualización de la Base de Datos de Infraestructuras del Euskera 2017	IKER2017_001582_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:72422000-4,Descripción:Servicios de desarrollo de aplicaciones servidor en Internet o intranet,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	8.650	10.467	21%(Tipo de IVA general)	8.650	10.467			10	No		No	2	Razón Social:IAMETZA INTERAKTIBOA S.L.,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	08/02/2017	08/02/2017																	No																		No
Ejecución	Conferencia impartida por Uxoa Anduaga	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Dirección de Innovación Educativa	Educación	Mesa de Contratación - Educación	Conferencia para completar los programas de los centros IRALE	IRALE-2017/otsaila-01579_00000000000000000000001		Si	Código:ES212,Descripción:Gipuzkoa,Principal: Si		Código:79632000-3,Descripción:Servicios de formación de personal,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	118,5	150		118,5	150				No		No	1	Razón Social:UXOA ANDUAGA,Nacionalidad:España,Provincia:Gipuzkoa,UTE:No	25/01/2017	25/01/2017																	No																		No
Ejecución	Diseño y desarrollo de elementos de  comunicación Presupuesto ejercicio 2017	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Hacienda y Economía	Dirección de Servicios	Hacienda y Economía		Diseño y desarrollo de elementos de  comunicación Presupuesto ejercicio 2017	2017/02/001578_00000000000000000000001		Si	Código:ES213,Descripción:Bizkaia,Principal: Si		Código:71320000-7,Descripción:Servicios de diseño técnico,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	4.975,25	6.020	21%(Tipo de IVA general)	4.975,25	6.020			2	No		No	1	Razón Social:LA TINTA HOPPER, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	09/02/2017	09/02/2017																	No																		No
Ejecución	Traducción de textos en castellano al euskara: Haurreskolak Txostena, Niveles de competencia PISA15, Carta TALIS 2018 y Resumen PISA 2015	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Educación	Director/a de ISEI-IVEI	Educación	Mesa de Contratación - Educación	Traducción de textos del castellano al euskara	ISEI-05-2017579_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:79530000-8,Descripción:Servicios de traducción,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	566,24	685	21%(Tipo de IVA general)	566,24	685			1	No		No	1	Razón Social:Paulino Mendivil, 6 Las Arenas,Nacionalidad:España,Provincia:Bizkaia,UTE:No	09/01/2017	09/01/2017																	No																		No
Ejecución	Asistencia técnica en el desarrollo de procesos y monitorización ambiental de las unidades móviles de cromatografía de gases con sistema de detección por espectrometría de masas.	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Medio Ambiente, Planificación Territorial y Vivienda	Dirección de Servicios	Medio Ambiente, Planificación Territorial y Vivienda	Mesa de Contratación - Medio Ambiente, Planificación Territorial y Vivienda	Asistencia técnica en el desarrollo de procesos y monitorización ambiental de las unidades móviles de cromatografía de gases con sistema de detección por espectrometría de masas.	024SV/2016577_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:90700000-4,Descripción:Servicios medioambientales,Principal:Si	No	No	No	No	Si					28/11/2016		Ordinaria	Abierto	Oferta más ventajosa	57.851,24	70.000	21%(Tipo de IVA general)	57.600	69.696	115.702,48		12	Si	Año:2017,Importe:63.888  Año:2018,Importe:5.808	No	1	Razón Social:SERCONTROL 2000, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	01/02/2017	03/02/2017																	No																		No
Ejecución	La compra de camisetas para los participantes en los  programas ?CAMPOS DE TRABAJO 2017? Y ?JUVENTUD VASCA COOPERANTE 2017?	Suministros	2017	No	CAPV	CCAA		Gobierno Vasco	Empleo y Políticas Sociales	Dirección de Servicios	Empleo y Políticas Sociales	Mesa de Contratación - Empleo y Políticas Sociales	La compra de camisetas para los participantes en los  programas ?CAMPOS DE TRABAJO 2017? Y ?JUVENTUD VASCA COOPERANTE 2017?	M-015-DEPS2017576_00000000000000000000001		Si	Código:ES21,Descripción:País Vasco,Principal: Si		Código:18331000-8,Descripción:Camisetas,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	11.784,30	14.259		11.784,30	14.259			3	No		No	1	Razón Social:ALMACENES GARAIOBE, S.L.,Nacionalidad:España,Provincia:Bizkaia,UTE:No	10/02/2017	10/02/2017																	No																		No
Ejecución	Curso planificación y gestión seguridad en espectáculos y actividades recreativas y deportivas-2016	Servicios	2017	No	CAPV	CCAA		Gobierno Vasco	Academia Vasca de Policía y Emergencias	Dirección de la Academia Vasca de Policía y Emergencias	Academia Vasca de Policía y Emergencias	Mesa de Contratación - Academía de Policía del País Vasco	Curso planificación y gestión seguridad en espectáculos y actividades recreativas y deportivas-2016	121/17585_00000000000000000000001		Si	Código:ES211,Descripción:Araba/Álava,Principal: Si		Código:80510000-2,Descripción:Servicios de formación especializada,Principal:Si	No	No	No	No	No							Ordinaria	Directo/Contrato Menor	Otras	7.350	7.350	Exento	7.350	7.350			2	No		No	1	Razón Social:FUNDACIÓN FUEGO PARA LA SEGURIDAD CONTRA INCENDIOS Y  EMERGENCIAS,Nacionalidad:España,Provincia:Madrid,UTE:No	02/01/2017	02/01/2017																	No																		No
